Category,User-Agent,Screen Resolution,OS,Language,CPU/GPU Specs,Browser Fingerprinting,Plugins,Canvas Fingerprint,Timezone,IP Address (Masked),Connection Speed,Proxy/VPN Detection,Mouse Movement Patterns,Click Timings,Scroll Depth,Touch Pressure,Page Load Time,Dwell Time,Inactivity Patterns,Keystroke Dynamics,Small Pointer Movements
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1280x720,Windows 10,en-GB,"Apple M1, Integrated GPU",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+8,192.168.x.x,50 bMps,Not Detected,Erratic,"[1.8, 0.6, 2.1]",Partial Scroll,Slightly Hard Press,"[3.5, 2.6, 3.3]","[51.6, 33.9, 35.5]",Pause After Action,Occasional Errors,Hesitant
Bot,curl/7.64.1,640x480 ###,Headless Chrome,en-US,Virtual CPU,Repeated,,Same Hash,Randomized,IPv6 Tunnel,Burst Mode,Detected,No Movement,,Instant Scroll,NoT ouch Data,"[0.5, 0.2, 0.2]","[0.3, 0.4, 0.7]",No Breaks,No Errors,Snaps to Target
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1280x720,Windows 10,de-DE,"Apple M1, Integrated GPU",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+1,,,Not Detected,Hovering,"[1.5, 2.0, 1.7]",Varies Depending on Content,Natural Touch,"[2.7, 1.5, 2.6]","[59.4, 59.71, 20.44]",Bursts of Activity,Natural Pauses,Jittery Movements
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1366x768,,en-GB,"Intel Core i5, Intel Iris Xe",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC-5,172.16.x.x,100 Mbps,Not Detected,,"[2.0, 1.3, 2.8]",Multiple Scrolls,Light Tap $$$,"[1.5, 4.9, 1.2]","[38.7, 25.3, 43.5]",Pause After Action,Occasional Errors,
Bot,Java/1.8.0_281,1280x800,Unknown Unix,en-US,Unkonwn,Repeated,No Plugins Detected,Same Hash,No Timezone Info,Proxy/VPN IP,Low Latency Bot,Detected,No Movement,"[0.4, 0.5, 0.5]",Full Scroll Immediately,Constant Pressure,,"[0.5, 0.8, 0.7]",Timed Triggers,Constant TypingS peed,No Jitter
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1920x1080,macOS,de-DE,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,,Unique Hash,UTC+3,192.168.x.x,200 Mbps,Not Detected,"Smooth, Curved Movements","[2.7, 0.8, 2.0]",Slow Scroll,Light Tap,"[4.0, 1.9, 2.2]","[49.7, 27.4, 25.1]",Bursts of Activity,Occasional Errors,Hover Flickers
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1280x720,Windows 10,es-ES,"Intel Core i9, NVIDIA RTX 3070",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+3,192.168.x.x,200 Mbps,,Occasional Pauses,"[2.2, 1.2, 1.3]",Mlutiple Scrolls,Natural Touch,"[4.6, 2.5, 5.0]","[58.97, 38.3, 12.59]",Pause After Action,aNtural Pauses $$$,Hover Flickers
Bot,Java/1.8.0_281,300x300,Custom OS,en-GB,No GPU Info,Repeated,No Plugins Detected,Same Hash,No Timezone Info,Proxy/VPN IP,Burst Mode,Detected,Linear Movements,"[0.79, 0.43, 0.68]",Full Scroll Immediately,No Touch Data,"[0.4, 0.4, 0.1]","[0.9, 0.6, 0.6]",,Constant Typing Speed,No Jitter
Bot,Googlebot/2.1 (+http://www.google.com/bot.html),1280x800,Headless Chrome,de-DE,,Repeated,Emulated Flash,Smae Hash,UTC+0,IPv6 Tunnel,Burst Mode,Detected,Predictable Paths,"[0.4, 0.4, 0.5]",Full Scroll Immediately,Same Pressure,"[0.2, 0.5, 0.4]","[0.4, 0.4, 0.6]",Timed Triggers,No Errors,No Jitter
Bot,,800x600 ???,Headless Chrome,en-US,Emulated GPU,Repeated,No Plugins Detected,Same Hash,Randomized,Spoofed IP,Low Latency Bot,Detected,Linear Movements,"[0.5, 0.6, 0.5]",No Scroll,Constant Pressure !@#,"[0.4, 0.4, 0.3]","[0.6, 0.6, 1.0]",No Breaks,No Errors,Precise Placement !@#
Bot,Python-urllib/3.9,320x240,Headless Chrome,en-US,Generic CPU/GPU,Repeated,Emulated Flash,Same Hash,Randomized,Spoofed IP,High Speed,Detected,Linear Movements,"[0.4, 0.5, 0.4]",Instant Scroll,Constant Pressure,"[0.1, 0.3, 0.3]","[0.7, 1.0, 0.5]",No Breaks,No Errors,Precise Placement
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1600x900,Linux,fr-FR,"Intel Core i9, NVIDIA RTX 3070",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC-5,172.16.x.x,200 Mbps,Not Detected,Erratic,"[1.32, 2.4, 0.94]",Slow Scroll !@#,Varied Pressure Levels,"[3.3, 1.6, 5.0]","[13.3, 43.7, 50.4]",Bursts of Activity,Occasional Errors,Hover Flickers
Bot,Googlebot/2.1 (+http://www.google.com/bot.html),300x300,Custom OS,fr-FR,Emulated GPU,Repeated,,Same Hash ###,UTC+0,Spoofed IP,Burst Mode,Detected,Predictable Paths,"[0.5, 0.5, 0.5]",Jump to Bottom,Constant Pressure,"[0.5, 0.1, 0.1]","[0.1, 0.8, 0.9]",Timed Triggers,Perfect Rhythm,Snaps to Target
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/96.0.4664.110,1170x2532,Linux,en-US,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"PDF Viewer, Shockwave Flash",,UTC-7,172.16.x.x,50 Mbps,Not Detected,Hovering,"[0.9, 2.1, 1.7]",Slow Scroll,Slightly Hard Press,"[4.4, 2.1, 4.2]","[16.2, 53.8, 51.8]",Pause After Action,,Hover Flickers
Bot,Scrapy/2.4.1 (+https://scrapy.org),800x600,Unknown Unix,fr-FR,No GPU Info,Repeated,,Same Hash,UTC+0,IPv6 Tunnel,Unrealistic Speed,Detected,,"[0.5, 0.5, 0.4]",No Scroll,Constant Pressure,"[0.2, 0.4, 0.2]","[0.3, 0.8, 0.9]",Continuous Activity,Perfect Rhythm,No Jittre
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,828x1792,,en-GB,"Apple M1, Integrated GPU",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC+3,10.0.x.x,,Not Detected,Hovering,"[1.9, 1.2, 0.8]",Varies Depending on Content,Varied Pressure Levels,,"[57.3, 11.4, 19.4]",Periodic Inactivity,Occasional Errors,Jittery Movements
Human,Scrapy/2.4.1 (+https://scrapy.org),640x480,Unknown Unix,fr-FR,Emulated GPU,Repeated,Emulated Flash,Same Hash,Spoofed,Proxy/VPN IP,Burst Mode,Detected,Predictable Paths,"[0.5, 0.5, 0.4]",,Emulated Pressure,"[0.3, 0.3, 0.5]","[0.8, 0.6, 0.2]",,,Precise Placement
Human,,2560x1440,Windows 11,en-GB,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC-7,172.16.x.x,100 Mbps,Not Detected,Erratic,"[2.1, 1.2, 0.6]",Partial Scroll,Slightly Hard Press,"[4.6, 2.96, 1.99]","[30.5, 25.7, 23.7]",Bursts of Activity,Occasional Errors,Hesitant
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1170x2532,Windows 11,de-DE,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC-7,172.16.x.x,50 Mbps,Not Detected,Occasional Pauses,"[1.9, 0.7, 2.3]",Multiple Scrolls,Light Tap,"[2.2, 2.2, 1.1]","[38.8 ,11.8, 48.7] ???",Bursts of Activity,Varied Typing Speed,Jittery Movements
Bot,Scrapy/2.4.1 (+https://scrapy.org),800x600,Custom OS,en-US,No GPU Info,Repeated,No Plugins Detected,Same Hash,Spoofed,,Burst Moed,Detected,Predictable Paths,"[0.4, 0.5, 0.5]",,Saem Pressure,"[0.4, 0.4, 0.1]","[0.1, 0.2, 0.5]",Timed Triggers,No Errors,No Jitter
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1280x800,Linux,de-DE,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,,192.168.x.x,20 Mbps,Not Detected,"Smooth, Curved Movements","[2.9, 1.5, 2.0]",Slow Scroll,Varied Pressure Levels,"[3.8, 1.6, 3.2]","[56.9, 28.8, 43.5]",Bursts of Activity,,Hover Flickers
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1600x900,macOS,en-GB,"Intel Core i9, NVIDIA RTX 3070",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash RANDOM_TEXT,UTC-5,10.0.x.x,50 Mbps,Not Detected,Erratic,"[2.9, 2.6, 1.6]",Multiple Scrolls,Slightly Hard Press,"[4.5, 4.1, 3.6]","[27.8, 57.5, 56.7]",Pause After Action,Natural Pauses,Hesitant
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1170x5232,Android,fr-FR,"Intel Core i9, NVIDIA RTX 3070",,"PDF Viewer, Shockwave Flash",Unique Hash,UTC-7,172.16.x.x,75 Mbps,Not Detected,Occasional Pauses,"[2.0, 2.5, 2.7]",Slow Scroll,Light Tap,"[3.8, 4.5, 4.2]","[23.49, 59.18, 23.7]",Periodic Inactivity,Occasional Errors,Jittery Movements
Bot,Scrapy/2.4.1 (+https://scrapy.org),9999x9999,Linux,es-ES,Emulated GPU,Repeated,Basic Plugins,Same Hash,,Datacenetr IP,Unrealistic Speed,Detected,Linear Movements,"[0.4, 0.5, 0.5]",No Scroll,Emulated Pressure,"[0.1, 0.3, 0.1]","[0.5, 0.9, 0.5]",No Breaks,Constant Typing Speed,No Jitter
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/96.0.4664.110,1170x2532,Linux,en-US,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+1,192.168.x.x,100 Mbps,Not Detected,Occasional Pauses,"[2.6, 3.0, 2.8]",Slow Scroll,Light Tap,"[4.7, 2.5, 4.8]","[33.3, 29.8, 36.2]",Periodic Inactivity,Varied Typing Speed,Hesitant
Bot,Python-urllib/3.9,9999x9999,Headless Chrome,fr-FR,No GPU Info,Repeated,,Same Hash,UTC+0,IPv6 Tunnel,Unrealistic Speed,Detected,Too Precise,"[0.6, 0.5, 0.5]",Jump to Bottom,Emulated Pressure,"[0.4, 0.3, 0.3]","[0.9, 0.5, 0.2]",No Breaks,Constnat Typing Speed,
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/96.0.4664.110,1366x768,Linux,de-DE,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC+8,10.0.x.x,100 Mbps,Not Detected,Occasional Pauses,"[0.8, 1.9, 1.2]",Varies Depending on Content,Natural Touch,"[2.3, 2.0, 4.5]","[23.5, 42.4, 52.4]",Bursts of Activity,Natural Pauses,Hesitant
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/96.0.4664.110,1366x768,Android,en-US,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"Java Aplpet Plugin, PDF Viewer",Unique Hash,UTC+3,,20 Mbps,Not Detected,Erratic,"[1.56, 1.71, 1.34]",Slow Scroll,Light Tap,"[3.5, 1.4, 3.3]","[58.5, 57.2, 11.4]",Periodic Inactivity,Varied Typing Speed,Jittery Movements
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1920x1080,Windwos 11,en-GB,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC+3,10.0.x.x,100 Mbps,Not Detected,"Somoth, Curved Movements","[1.5, 0.7, 0.7]",Partial Scroll,Natural Touch,"[4.6, 2.0, 4.4]","[50.7, 26.0, 43.2]",Pause After Action,Varied Typing Speed,Small Adjustments
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1280x800,macOS,,"Intel Core i5, Intel Iris Xe",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,,172.16.x.x,50 Mbps,Not Detectde,"Smooth, Curved Movements","[1.8, 2.3, 1.1]",Varies Depending on Content,Varied Prsesure Levels,"[1.2, 4.9, 3.2]","[32.4, 44.2, 30.2]",Periodic Inactivity,Natural Pauses,Small Adjustments
Bot,Python-urllib/3.9,800x600,Unknown,es-ES,Generic CPU/GPU,Repeated,Basic Plugins,Same Hash,Randomized,IPv6 Tunnel,Low Latency Bot,Detected,No Movement,"[0.5, 0.5, 04.]",Instant Scroll,Same Pressure,"[0.2, 0.3, 0.4]","[0.9, 0.5, 0.3]",Continuous Activity,Constant Typing Speed,
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1280x720,Windows 10,en-GB,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC-7,10.0.x.x,75 Mbps,Not Detected,"Smooth, Curved Movements","[1.6, 2.6, 2.3]",Slow Scroll,Slightly Hard Press,"[3.4, 2.7, 2.1]","[19.4, 49.2, 52.0]",Pause After Action,Natural Pauses,iJttery Movements
Bot,curl/7.64.1,800x600,Custom OS,es-ES,Virtual CPU,Repeated,Emulated Flash,Same Hash,UTC+0,Spoofed IP,High Speed,Detected,Too Precise,,Instant Scroll,Same Pressure,"[0.3, 0.2, 0.2]","[0.8, 0.5, 0.4]",Timed Triggers,Constant Typing Speed,Precise Placement
Human,curl/7.64.1,1280x800,Headless Chrome,en-US,Unknown,Repeated,Emulated Flash,Same Hash,UTC+0,Datacenter IP,Low Latency Bot,Detected,Linear Movements,"[0.5,0 .5, 0.5]",No Scroll,,"[0.2, 0.2, 0.2]","[0.5, 0.5, 0.9]",Timed Triggers,Constant Typing Speed,Precise Placement
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/96.0.4664.110,1440x900,iOS,en-GB,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique RANDOM_TEXT,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC-7,172.16.x.x,200 Mbps,Not Detected,Erratic,"[2.4, 2.0, 1.6]",Slow Scroll,Natural Touch,"[2.4, 2.0, 3.9]","[41.3, 11.3, 36.9]",Periodic Inactivity,Varied Typing Spede,Hover Flickers
Bot,Python-urllib/3.9,1024x768,Custom OS,fr-FR,Generic CPU/GPU,Repeated,,Same Hash,Randomized,Datacenter IP,Burst Mode,Detected,Linear Movements,"[0.6, 0.5, 0.5]",Instant Scroll,Same Pressure,"[0.2, 0.5, 0.3]","[1.0, 0.9, 0.2]",No Breaks,Perfect Rhythm,Snaps to Target
Bot,curl/7.64.1,640x480,Linux,es-ES,No GPU Info,,No Plugins Detected,Same Hash,No Tiemzone Info,,Burst Mode,Detected,Predictable Paths,"[0.4, 0.6, 0.4]",Full Scroll Immediately,No Touch Data,"[0.5, 0.4, 0.3]","[0.9, 0.4, 0.4]",Continuous Activity,Constant Typing Speed,Precise Placement
Bot,,800x600,Headless Chrome,de-DE,No GPU Info,Repeated,Emulated Flash,Same Hash,Randomized,Datacenter IP,Low Latency Bot,Detected,Predictable Paths,"[0.6, 0.6, 0.4]",Full Scroll Immediately,No Touch Data,"[0.4, 0.2, 0.3]","[1.0, 0.3, 0.4]",Continuous Activity,Perfect Rhythm,
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1536x864,Windows 10,es-ES,"Intel Core i5, Intel Iris Xe",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+8,192.168.x.x,75 Mbps,Not Detected,Occasional Pauses,"[0.9, 1.0, 2.8]",Slow Scroll,Natural Touch,"[3.9, 3.7, 1.4]","[55.4,2 2.0, 12.4]",Pause After Action,Occasional Errors,Small Adjustments
Bot,Scrapy/2.4.1 (+https://scrapy.org),800x060,Headless Chrome,en-US,,Repeated,Basic Plugins,Same Hash,,Spoofed IP,Low Latency Bot,Detected,Linear Movements,"[0.5, 0.6, 0.4]",No Scroll,,"[0.17, 0.38, 0.38]","[0.9, 0.6, 1.0]",Timed Triggers,No Errors,Snaps to Target
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1366x768,Android,de-DE ###,"Apple M1, Integrated GPU",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC+3,10.0.x.x,75 Mbps,Not Detected,"Smooth, Curved Movements","[2.2, 1.7, 1.0]",Slow Scroll,Light Tap,"[3.3, 1.3, 4.0]","[17.1, 32.2, 10.5]",Bursts of Activity,Natural Pauses,Hover Flickers
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1920x1080,Windows 11,es-ES,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"Flash, PDF Viewer, Widevine CDM !@#",Unique Hash,,172.16.x.x,100 Mbps,Not Detected,Hovering,"[2.1, 3.0, 1.5]",Partial Scroll,,"[1.5, 2.9, 4.7]","[55.0, 32.5, 31.4]",Pause After Action,,Small Adjustments
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1366x768,Windows 10,en-US,"Intel Core i9, NVIDIA RTX 3070",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC+8,172.16.x.x,,Not Detected,"Smooth, Curved Movements","[2.3, 0.7, 1.2]",Slow Scroll,,"[2.1, 1.7, 3.6]","[48.7, 57.6, 46.9]",Pause Afetr Action,Varied Typing Speed,Jittery Movements
Bot,Java/1.8.0_281,640x480,Linux,fr-FR,Unknown,Repeated,Basic Plugins,Same Hash,Spoofed,Spoofed IP,High Speed,Detected,Too Precise,"[0.4, 0.5, 0.4]",No Scroll,Constant Pressure,"[0.3, 0.3, 0.5]",,No Breaks,Constant Typing Speed,No Jitter
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1600x900,Linux,en-US,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+8,192.168.x.x,50 Mbps,Not Detected,Hovering RANDOM_TEXT,"[2.6, 2.5, 1.7]",Varies Depending on Content,Light Tap,"[3.7, 3.0, 3.2]","[56.2, 13.2, 30.5]",Bursts of Activity,Varied Typing Speed,Small Adjustments
Bot,curl/7.64.1,320x240,Linux,es-ES,Emulated GPU,Repeated,Basic Plugins,Same Hash,Randomized,Spoofed IP,High Speed,Detected,No Movement,"[0.5, 0.5, 0.6]",No Scroll,Constant Pressure,"[0.3, 0.4, 0.5]","[0.4, 0.2, 0.3]",Timed Triggers,No Errors,No Jitter
Human,,1280x720,Linux,en-GB,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC-5,10.0.x.x,50 Mbps,Not Detected,Occasional Pauses,"[1.5, 2.7, 0.9]",Multiple Scrolls,Natural Touch ???,"[4.73, 3.39, 3.66]","[24.4, 21.5, 21.1]",Periodic Inactivity,Occasional Errors,Jittery Movements
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1170x2532,macOS,en-GB,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC+8,10.0.x.x,50 Mbps,Not Detected,,"[1.22, 1.22, 2.89]",Varies Depending on Content,Slightly Hard Press,"[3.8, 1.8, 3.6]","[44.4, 51.0, 21.0]",Bursts of Activity,,Jittery Movements
Bot,curl/7.64.1,1024x768,Unknown Unix,en-US,No GPU Info,Repeated,,Same Hash,No Timezone Info,Spooefd IP,Burst Mode,Detected,Too Precise,"[0.44, 0.62, 0.64]",No Scroll,Emulated Pressure,"[0.3, .03, 0.3]","[0.8, 0.2, 0.7]",No Breaks,Constant Typing Speed,Snaps to Target
Human,,2560x1440,Android,de-DE,"Intel Core i5, Intel Iris Xe",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC-7,10.0.x.x,20 Mbps,Not Detected,Erratic,"[0.6, 1.8, 2.1]",Multiple Scrolls,Varied Pressure Levels,"[1.3, 4.5, 1.1]","[55.7, 58.5, 14.9]",Bursts of Activity,Occasional Errors,Jittery Movements
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/96.0.4664.110,1600x900,iOS,es-ES,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC+1,192.168.x.x,100 Mbps,Not Detected,Occasional Pauses,"[1.1, 2.7, 0.9]",Partial Scroll,Varied Pressure Levels,"[3.8, 2.1, 3.6]","[37.5, 45.9, 39.3]",Pause After Action,Varied Typing Speed,Hesitant
Bot,HeadlessChrome/88.0.4324.96,300x300,Unknown Unix,en-GB,Unknown,Repeated,,Same Hash,Spoofed,Datacenter IP,Unrealistic Speed,Detected,Too Precise,"[0.6, 0.5, 0.4] ???",No Scroll,Same Pressure,"[0.3, 0.3, 0.3]","[0.5, 0.5, 0.5]",Timed Triggers,Constant Typing Speed,No Jitter
Bot,Python-urllib/3.9,320x240 $$$,Custom OS,en-GB,No GPU Info,Repeated,Basic Plugins,Same Hash,Spoofed,IPv6 Tunnel,Unrealistic Speed,Detected,No Movement,"[0.5, 0.4, 0.4] ???",Jump to Bottom,Same Pressure,"[0.2, 0.1, 0.2]","[0.2, 0.1, 0.9]",Continuous Activity,Perfect Rhythm,Precise Placement
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1920x1080,Linux $$$,de-DE,"Intel Core i5, Intel Iris Xe",,"PDF Viewer, Shockwave Flash",,UTC-7,10.0.x.x,20 Mbps,Not Detected,"Smooth, Curved Movements","[1.4, 3.0, 2.8]",Slow Scroll,Varied Pressure Levels,"[1.7, 2.1, 1.9]","[51.9, 23.0, 34.6]",Pause After Action,Occasional Errors,Hover Flickers
Bot,Scrapy/2.4.1 (+https://scrapy.org),9999x9999,Linux,de-DE,Virtual PCU,Repeated,Basic Plugins,Same Hash,No Timezone Info,,High Speed,Detected,No Mvoement,"[0.5, 0.5, 0.6]",,Constant Pressure,"[0.5, 0.4, 0.5]","[0.4, 0.6, 0.8]",,Constant Typing Speed,Precise Placement
Bot,Python-urllib/3.9,9999x9999,Headless Chrome,fr-FR,No GPU Info,Repeated,No Plugins Detected,Same Hash,Spoofed,IPv6 Tunnel,Burst Mode,Detected,Too Precise,"[0.5, 0.5, 0.5]",Jump to Bottom,Emulated Pressure,"[0.2, 0.1, 0.4]","[0.1, 0.3, 0.5]",Timed Triggers,Perfect Rhythm,No Jitter
Bot,Java/1.8.0_281,1280x800,Custom OS,de-DE,Emulated GPU,Repeated,No Plugins Detected,Same Hash,Spoofed,Proxy/VPN IP,Low Latency Bot,Detected,No Movement,"[0.5, 0.6, 0.5]",No Scroll,Constant Pressure,,"[1.0, 0.2, 1.0]",No Breaks,Perfect Rhythm,Snaps to Target
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,2560x1440,macOS,de-DE,,Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,,10.0.x.x,20 Mbps,Not Detecetd,Erratic,"[1.1, 0.8, 2.4]",Slow Scroll,Natural Touch,"[1.2, 3.0, 2.0]","[23.9, 39.1, 54.3]",Periodic Inactivity,Varied Typing Speed,Jittery Movements
Bot,Scrapy/2.4.1 (+https://scrapy.org),1024x768,Linux,es-ES,Generic CPU/GPU,Repeated,Basic Pluigns,Same Hash,Spoofed,Dataecnter IP,Unrealistic Speed,Detected,Linear Movements,"[0.6, 0.4, 0.6]",Full Scroll Immediately,Emulated Pressure,"[0.3, 0.3, 0.3]","[0.9, 0.3, 0.4]",No Breaks,Constant Typing Speed,Precise Placement
Bot,Scrapy/2.4.1 (+https://scrapy.org),1024x768,Custom OS,de-DE,Generic CPU/GPU,Repeated,Emulated Flash,Same Hash,Randomized,Spoofed IP,Burst Mode,Detected,Predictable Paths,"[0.79, 0.54, 0.46]",No Scroll,No Touch Data,"[0.3, 0.2, 0.2]","[0.7, 0.6, 0.7]",Continuous Activity,Constant Typing Speed,Precise Placement
Bot,Scrapy/2.4.1 (+https://scrapy.org),1280x800,Headless Chrome,en-GB,Virtual CPU,Repeated,Basic Plugins,Same Hash,No Timezone Info,Datacenter IP,,Detected,Predictable Paths,"[0.5, 0.5, 0.5]",Instant Scroll,,"[0.1, 0.4, 0.3]","[1.0, 0.5, 0.5]",No Breaks,No Errors,Snaps to Target
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,,Linux,fr-FR,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC+1,192.168.x.x,75 Mbps,Not Detected,Erratic,"[1.6, 2.6, 2.2]",Multiple Scrolls,Varied Pressure Levels,"[1.7, 1.0, 3.2]","[27.0, 30.7, 38.7]",Pause After Action,Occasional Errors,Jittery Movements
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1440x900,Android,fr-FR,"Intel Core i5, Intel Iris Xe",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+3,172.16.x.x,200 Mbps,Not Detected,Erratic,"[2.1, 2.2, 2.2]",Varies eDpending on Content,Natural Touch,"[1.4, 3.0, 2.9]","[44.0, 13.7, 20.6]",Periodic Inactivity,Varied Typing Speed,Hesitant
Bot,Scrapy/2.4.1 (+https://scrapy.org),9999x9999,Linux,en-US,Emulated GPU,Repeated,Emulated Flash,Same Hash,UTC+0,Spoofed IP,Unrealistic Speed,Detected,Predictable Paths,"[0.4, 0.5, 0.6]",Instant Scroll,Same Pressure,"[0.2, 0.4, 0.4]","[0.8, 0.3, 0.9]",No Breaks,Perfect Rhythm,Precise Placement
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/96.0.4664.110,1920x1080,iOS,en-GB,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"PDF Vieewr, Shockwave Flash",,UTC-7,172.16.x.x,20 Mbps,Not Detected,Hovering,"[1.9, 0.6, 2.9]",Slow Scroll,Slightly Hard Press,"[4.5, 1.8, 2.5] $$$","[55.5, 47.4, 19.7]",Periodic Inactivity,Occasional Errors,Small Adjustments
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/96.0.4664.110,1440x900,Android,de-DE,"Intel Core i9, NVIDIA RTX 3070",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC-5,172.16.x.x,100 Mbps,Not Detected,Erratic,,Slow Scroll,Natural Touch,"[3.0, 3.8, 2.9]","[25.6, 27.2, 39.0]",Pause After Action,Varied Typing Speed,Small Adjustments
